Name,Date,Latitude,Longitude,Central Pressure,Max Wind Speed MS,Max Wind Speed KM,Radius 15,Radius 25,Wind Strength,Direction,Movement Speed
OMAIS,8/22/21 15:00,25.1,125.3,990,24,86,180,-,-,NW,18
OMAIS,8/22/21 21:00,26,124.9,990,24,86,180,-,-,NNW,21
OMAIS,8/23/21 3:00,27.2,124.8,992,23,83,170,-,-,N,26
OMAIS,8/23/21 9:00,28.9,125.4,994,21,76,160,-,-,NNE,31
OMAIS,8/23/21 12:00,30.1,125.5,996,20,72,150,-,-,N,45
OMAIS,8/23/21 15:00,31.3,125.6,998,19,68,150,-,-,N,45
OMAIS,8/23/21 18:00,32.4,126.2,998,18,65,130,-,-,NNE,45
OMAIS,8/23/21 21:00,33.7,127,996,18,65,130,-,-,NNE,55
OMAIS,8/24/21 0:00,35,128.4,996,18,65,110,-,-,NE,65
OMAIS,8/24/21 3:00,36.1,129.5,996,18,65,110,-,-,NE,53
OMAIS,8/24/21 6:00,37,130.5,996,18,65,-,-,-,NE,46
HINNAMNOR,8/28/22 15:00,25.8,149.5,1004,15,54,-,-,-,NNW,27
HINNAMNOR,8/28/22 21:00,26.9,148.5,998,19,68,220,-,-,NNW,32
HINNAMNOR,8/29/22 3:00,27.2,147,994,21,76,220,-,-,WNW,27
HINNAMNOR,8/29/22 9:00,27.3,145.2,985,27,97,230,80,Moderate,W,33
HINNAMNOR,8/29/22 15:00,27.4,143.3,980,29,104,260,80,Moderate,W,37
HINNAMNOR,8/29/22 21:00,27.3,141.2,965,37,133,280,90,Strong,W,38
HINNAMNOR,8/30/22 3:00,27.1,139.3,965,37,133,300,90,Strong,W,39
HINNAMNOR,8/30/22 9:00,26.8,137.3,945,45,162,300,100,Very Strong,W,32
HINNAMNOR,8/30/22 15:00,26.8,135.4,925,51,184,300,120,Very Strong,W,33
HINNAMNOR,8/30/22 21:00,26.5,133.6,915,55,198,300,130,초Strong력,WSW,29
HINNAMNOR,8/31/22 3:00,26.3,131.9,915,55,198,230,120,초Strong력,W,26
HINNAMNOR,8/31/22 9:00,25.9,130.3,915,55,198,240,120,초Strong력,WSW,27
HINNAMNOR,8/31/22 15:00,25.4,129,915,55,198,250,130,초Strong력,WSW,21
HINNAMNOR,9/1/22 3:00,23.7,126.4,915,55,198,280,150,초Strong력,SW,27
HINNAMNOR,9/1/22 15:00,21.8,125.5,920,54,194,300,160,초Strong력,SSW,11
HINNAMNOR,9/1/22 21:00,21.3,125.5,920,54,194,320,170,초Strong력,S,7
HINNAMNOR,9/2/22 3:00,21.3,125.5,925,51,184,320,170,Very Strong,N,4
HINNAMNOR,9/2/22 9:00,21.5,125.4,935,49,176,340,180,Very Strong,NNW,2
HINNAMNOR,9/2/22 15:00,21.9,125.1,935,49,176,360,180,Very Strong,NW,5
HINNAMNOR,9/2/22 21:00,22.2,124.8,935,49,176,360,180,Very Strong,NW,5
HINNAMNOR,9/3/22 3:00,22.5,124.7,940,47,169,400,180,Very Strong,N,7
HINNAMNOR,9/3/22 9:00,23,124.6,940,47,169,410,180,Very Strong,NNW,8
HINNAMNOR,9/3/22 15:00,23.6,124.6,940,47,169,420,180,Very Strong,N,11
HINNAMNOR,9/3/22 21:00,24.3,124.8,940,47,169,430,180,Very Strong,N,11
HINNAMNOR,9/4/22 3:00,25.1,124.6,940,47,169,430,180,Very Strong,NNW,11
HINNAMNOR,9/4/22 9:00,26,124.5,940,47,169,430,180,Very Strong,N,18
HINNAMNOR,9/4/22 15:00,27,124.8,935,49,176,430,180,Very Strong,NNE,26
HINNAMNOR,9/4/22 21:00,27.7,124.6,935,49,176,430,180,Very Strong,NNE,12
HINNAMNOR,9/5/22 3:00,28.6,124.7,935,49,176,430,180,Very Strong,NNE,22
HINNAMNOR,9/5/22 6:00,29.2,124.8,935,49,176,430,180,Very Strong,N,21
HINNAMNOR,9/5/22 9:00,29.8,124.9,930,50,180,430,180,Very Strong,N,24
HINNAMNOR,9/5/22 12:00,30.2,125.1,930,50,180,430,180,Very Strong,NNE,17
HINNAMNOR,9/5/22 15:00,31,125.6,935,49,176,430,180,Very Strong,NNE,33
HINNAMNOR,9/5/22 18:00,31.7,126.1,940,47,169,430,180,Very Strong,NNE,30
HINNAMNOR,9/5/22 21:00,32.4,126.6,940,47,169,420,170,Very Strong,NNE,30
HINNAMNOR,9/6/22 0:00,33.3,127.3,945,45,162,410,170,Very Strong,NNE,41
HINNAMNOR,9/6/22 3:00,34.2,128,950,43,155,400,180,Strong,NNE,39
HINNAMNOR,9/6/22 6:00,35.2,129.2,955,40,144,400,170,Strong,NE,52
HINNAMNOR,9/6/22 9:00,36.5,130.5,965,37,133,390,170,Strong,NE,62
HINNAMNOR,9/6/22 12:00,37.8,131.6,970,35,126,370,150,Strong,NNE,59
HINNAMNOR,9/6/22 15:00,39.3,133,975,32,115,280,120,Moderate,NE,72
HINNAMNOR,9/6/22 18:00,42,135.7,975,32,115,280,120,Moderate,NE,98
HINNAMNOR,9/6/22 21:00,44.4,136.7,980,29,104,-,-,-,NNE,94
KHANUN2,7/26/23 21:00,9.4,140.8,1004,15,54,-,-,-,WNW,6
KHANUN2,7/27/23 3:00,10,140.1,1004,15,54,-,-,-,WNW,19
KHANUN2,7/27/23 9:00,11.3,139.9,1004,15,54,-,-,-,N,41
KHANUN2,7/27/23 15:00,11.9,139.3,1002,15,54,-,-,-,N,7
KHANUN2,7/27/23 21:00,12.1,138.8,1002,15,54,-,-,-,WSW,8
KHANUN2,7/28/23 3:00,12.4,138.2,1000,18,65,310,-,-,NNW,8
KHANUN2,7/28/23 9:00,13.1,137,1000,18,65,310,-,-,WNW,24
KHANUN2,7/28/23 15:00,13.8,136.3,1000,18,65,310,-,-,NW,25
KHANUN2,7/28/23 21:00,14.6,135.6,998,19,68,320,-,-,NNW,19
KHANUN2,7/29/23 3:00,15.2,134.6,996,20,72,340,-,-,WNW,8
KHANUN2,7/29/23 9:00,16.2,134,996,20,72,340,-,-,NNW,34
KHANUN2,7/29/23 15:00,16.7,133.7,994,21,76,350,-,-,NW,18
KHANUN2,7/29/23 21:00,17,133.5,990,24,86,350,-,-,NW,11
KHANUN2,7/30/23 3:00,17.6,133.3,985,27,97,380,80,Moderate,NNW,16
KHANUN2,7/30/23 9:00,18.6,132.9,985,27,97,380,90,Moderate,NNW,13
KHANUN2,7/30/23 15:00,19.6,132.6,980,29,104,380,100,Moderate,NNW,23
KHANUN2,7/30/23 21:00,20.3,132.4,975,32,115,390,110,Moderate,NNW,10
KHANUN2,7/31/23 3:00,21.1,132.1,965,37,133,400,110,Strong,NNW,13
KHANUN2,7/31/23 9:00,22,132.1,955,40,144,400,110,Strong,N,19
KHANUN2,7/31/23 15:00,22.8,131.5,945,45,162,400,120,Very Strong,NW,18
KHANUN2,7/31/23 21:00,23.5,131,940,47,169,410,130,Very Strong,NW,18
KHANUN2,8/1/23 3:00,24.1,130.3,935,49,176,410,130,Very Strong,NW,20
KHANUN2,8/1/23 9:00,24.6,129.4,935,49,176,410,130,Very Strong,WNW,17
KHANUN2,8/1/23 15:00,25,128.7,930,50,180,420,140,Very Strong,WNW,15
KHANUN2,8/1/23 21:00,25.2,128,930,50,180,420,140,Very Strong,W,12
KHANUN2,8/2/23 3:00,25.5,127.4,930,50,180,420,140,Very Strong,NW,11
KHANUN2,8/2/23 9:00,25.7,126.8,930,50,180,420,140,Very Strong,WNW,5
KHANUN2,8/2/23 15:00,26.1,126.1,935,49,176,450,140,Very Strong,WNW,12
KHANUN2,8/2/23 21:00,26.2,125.6,935,49,176,450,140,Very Strong,WNW,8
KHANUN2,8/3/23 3:00,26.5,125,940,47,169,440,140,Very Strong,NW,17
KHANUN2,8/3/23 9:00,26.7,124.8,940,47,169,400,140,Very Strong,N,7
KHANUN2,8/3/23 15:00,26.7,124.3,945,45,162,400,140,Very Strong,W,7
KHANUN2,8/3/23 21:00,26.7,124.3,950,43,155,390,140,Strong,N,2
KHANUN2,8/4/23 3:00,26.9,124.2,960,39,140,390,130,Strong,NW,5
KHANUN2,8/4/23 9:00,27,124.5,965,37,133,360,130,Strong,E,5
KHANUN2,8/4/23 15:00,27.1,125.1,970,35,126,330,150,Strong,ENE,10
KHANUN2,8/4/23 21:00,27.4,125.7,970,35,126,330,150,Strong,ENE,7
KHANUN2,8/5/23 3:00,27.6,126.3,970,35,126,330,150,Strong,NE,12
KHANUN2,8/5/23 9:00,27.7,126.8,970,35,126,340,150,Strong,ESE,10
KHANUN2,8/5/23 15:00,27.8,127.6,970,35,126,340,150,Strong,ENE,11
KHANUN2,8/5/23 21:00,27.8,128.4,970,35,126,340,150,Strong,E,9
KHANUN2,8/6/23 3:00,27.9,129,970,35,126,340,150,Strong,E,9
KHANUN2,8/6/23 9:00,27.7,129.4,970,35,126,340,160,Strong,SE,12
KHANUN2,8/6/23 15:00,27.8,130,970,35,126,340,160,Strong,NE,9
KHANUN2,8/6/23 21:00,27.5,130.5,970,35,126,350,160,Strong,E,8
KHANUN2,8/7/23 3:00,27.9,130.9,970,35,126,350,150,Strong,NE,9
KHANUN2,8/7/23 9:00,27.7,131.1,970,35,126,350,150,Strong,ESE,7
KHANUN2,8/7/23 15:00,27.8,131.2,970,35,126,350,150,Strong,E,3
KHANUN2,8/7/23 21:00,28,131.2,970,35,126,350,150,Strong,N,4
KHANUN2,8/8/23 3:00,28.4,131.1,970,35,126,350,150,Strong,N,7
KHANUN2,8/8/23 9:00,28.9,130.8,970,35,126,350,150,Strong,NNE,3
KHANUN2,8/8/23 15:00,29.5,130.8,970,35,126,350,150,Strong,N,18
KHANUN2,8/8/23 21:00,30,130.4,970,35,126,350,140,Strong,NW,12
KHANUN2,8/9/23 3:00,30.5,129.7,970,35,126,350,140,Strong,NW,14
KHANUN2,8/9/23 9:00,30.9,129.2,970,35,126,350,140,Strong,NW,12
KHANUN2,8/9/23 15:00,31.6,128.8,965,37,133,350,140,Strong,NNW,13
KHANUN2,8/9/23 18:00,32,128.8,965,37,133,350,130,Strong,N,14
KHANUN2,8/9/23 21:00,32.5,128.7,970,35,126,350,120,Strong,N,19
KHANUN2,8/10/23 0:00,32.8,128.6,970,35,126,340,110,Strong,NNW,12
KHANUN2,8/10/23 3:00,33.4,128.5,970,35,126,330,110,Strong,N,22
KHANUN2,8/10/23 6:00,34,128.5,970,35,126,330,100,Strong,N,22
KHANUN2,8/10/23 9:00,34.7,128.5,975,32,115,320,80,Moderate,N,25
KHANUN2,8/10/23 12:00,35.7,128.6,980,29,104,300,80,Moderate,N,38
KHANUN2,8/10/23 15:00,36.6,128.3,985,24,86,220,-,-,NNW,35
KHANUN2,8/10/23 18:00,37.1,128,985,22,79,220,-,-,NNW,20
KHANUN2,8/10/23 21:00,37.6,127.5,990,20,72,150,-,-,NW,24
KHANUN2,8/11/23 0:00,38,127,992,19,68,150,-,-,NW,22
KHANUN2,8/11/23 3:00,38.2,126.6,994,18,65,120,-,-,WNW,16
KHANUN2,8/11/23 6:00,38.5,126.4,996,14,50,-,-,-,NNW,13
